"objetID,C,254","dateRefere,D","route,C,100","pr,C,10","depPr,C,10","concession,C,1","abs,N,24,15","cumul,N,24,15","x,N,24,15","y,N,24,15","z,N,24,15","cote,C,1","voie,N,10,0","accrochage,C,20","longueurd,N,10,0","longueurg,N,10,0","sectionnem,C,3","sectionn_1,C,15"
24656,02/01/2026,57N943130,3,57,N,0,667,"932562,96","6888840,87",0,D,0,ACCROCHE,354,0,57,GE DIRE
44814,02/01/2026,57N943130,4,57,N,0,1021,"932904,14","6889019,31",0,D,0,ACCROCHE,305,0,57,GE DIRE
20508,02/01/2026,57N943135,1,57,N,0,0,"929835,84","6887963,44",0,D,0,ACCROCHE,356,0,57,GE DIRE
52949,02/01/2026,57N943135,2,57,N,0,356,"929513,98","6887753,04",0,D,0,ACCROCHE,255,0,57,GE DIRE
63698,02/01/2026,57N943135,3,57,N,0,611,"929461,44","6887478,02",0,D,0,ACCROCHE,264,0,57,GE DIRE
3279,02/01/2026,57N943135,4,57,N,0,875,"929660,66","6887679,25",0,D,0,ACCROCHE,324,0,57,GE DIRE
42939,02/01/2026,70N901901,1,70,N,0,0,"938271,18","6730046,66",0,D,0,ACCROCHE,208,0,70,DIRE
24829,02/01/2026,70N901901,2,70,N,0,208,"938396,5","6730200,42",0,D,0,ACCROCHE,384,0,70,DIRE
67942,02/01/2026,70N901901,3,70,N,0,592,"938429,68","6730066,01",0,D,0,ACCROCHE,401,0,70,DIRE
43454,02/01/2026,70N901901,4,70,N,0,993,"938516,47","6730076,53",0,D,0,ACCROCHE,188,0,70,DIRE
21315,02/01/2026,70N901901,5,70,N,0,1181,"938390,1","6730117,31",0,D,0,ACCROCHE,154,0,70,DIRE
24574,02/01/2026,70N901901,6,70,N,0,1335,"938429,67","6730172,48",0,D,0,ACCROCHE,28,0,70,DIRE
338,02/01/2026,70N901901,7,70,N,0,1363,"938391,51","6730165,54",0,D,0,ACCROCHE,160,0,70,DIRE
64825,02/01/2026,70N901901,8,70,N,0,1523,"938377,31","6730008,57",0,D,0,ACCROCHE,107,0,70,DIRE
31432,02/01/2026,70N901902,1,70,N,0,0,"937652,95","6730319,29",0,D,0,ACCROCHE,98,0,70,DIRE
72786,02/01/2026,70N901902,10,70,N,0,98,"937641,42","6730223,83",0,D,0,ACCROCHE,246,0,70,DIRE
52370,02/01/2026,70N901902,2,70,N,0,344,"937654,09","6730217,8",0,D,0,ACCROCHE,80,0,70,DIRE
18170,02/01/2026,70N901902,3,70,N,0,424,"937641,42","6730223,83",0,D,0,ACCROCHE,95,0,70,DIRE
67505,02/01/2026,70N901902,4,70,N,0,519,"937652,41","6730203,83",0,D,0,ACCROCHE,40,0,70,DIRE
56921,02/01/2026,70N901902,5,70,N,0,559,"937690,92","6730202,03",0,D,0,ACCROCHE,40,0,70,DIRE
15804,02/01/2026,70N901902,6,70,N,0,599,"937558,28","6730381,91",0,D,0,ACCROCHE,95,0,70,DIRE
69876,02/01/2026,70N901902,7,70,N,0,694,"937621,84","6730427,2",0,D,0,ACCROCHE,86,0,70,DIRE
65841,02/01/2026,70N901902,8,70,N,0,780,"937629,04","6730443,93",0,D,0,ACCROCHE,309,0,70,DIRE
30672,02/01/2026,70N901902,9,70,N,0,1089,"937621,84","6730427,2",0,D,0,ACCROCHE,264,0,70,DIRE
56943,02/01/2026,70N901903,1,70,N,0,0,"936654,82","6731084,3",0,D,0,ACCROCHE,150,0,70,DIRE
14244,02/01/2026,70N901903,2,70,N,0,150,"936796,22","6730918,42",0,D,0,ACCROCHE,127,0,70,DIRE
45622,02/01/2026,70N901903,3,70,N,0,277,"936976,19","6730805,74",0,D,0,ACCROCHE,273,0,70,DIRE
46603,02/01/2026,70N901903,4,70,N,0,550,"936838,73","6731093,45",0,D,0,ACCROCHE,250,0,70,DIRE
32704,02/01/2026,70N901905,1,70,N,0,0,"933904,46","6732519,12",0,D,0,ACCROCHE,197,0,70,DIRE
16529,02/01/2026,70N901905,2,70,N,0,197,"934186,12","6732407,91",0,D,0,ACCROCHE,220,0,70,DIRE
25815,02/01/2026,70N901906,1,70,N,0,0,"935633,09","6731950,71",0,D,0,ACCROCHE,215,0,70,DIRE
10044,02/01/2026,70N901906,2,70,N,0,215,"935676,02","6731940,69",0,D,0,ACCROCHE,249,0,70,DIRE
20929,02/01/2026,70N901906,4,70,N,0,464,"935503,53","6732108,46",0,D,0,ACCROCHE,130,0,70,DIRE
61455,02/01/2026,70N901907,1,70,N,0,0,"936081,1","6731597,85",0,D,0,ACCROCHE,262,0,70,DIRE
40279,02/01/2026,70N901907,2,70,N,0,262,"936086,39","6731404,15",0,D,0,ACCROCHE,163,0,70,DIRE
5719,02/01/2026,70N901907,3,70,N,0,425,"936336,2","6731283,99",0,D,0,ACCROCHE,219,0,70,DIRE
57358,02/01/2026,70N901907,4,70,N,0,644,"936266,41","6731485,34",0,D,0,ACCROCHE,121,0,70,DIRE
69515,02/01/2026,70N901908,1,70,N,0,0,"983741,5","6727834,97",0,D,0,ACCROCHE,474,0,70,DIRE
1157,02/01/2026,70N901908,2,70,N,0,474,"984196,39","6727845,71",0,D,0,ACCROCHE,313,0,70,DIRE
55706,02/01/2026,70N901908,3,70,N,0,787,"984471,17","6727996,4",0,D,0,ACCROCHE,353,0,70,DIRE
41751,02/01/2026,70N901908,4,70,N,0,1140,"984086,15","6728010,42",0,D,0,ACCROCHE,221,0,70,DIRE
34577,02/01/2026,70N901909,1,70,N,0,0,"981290,43","6727195,14",0,D,0,ACCROCHE,355,0,70,DIRE
48395,02/01/2026,70N901909,2,70,N,0,355,"981697,97","6727137,1",0,D,0,ACCROCHE,227,0,70,DIRE
59000,02/01/2026,70N901909,3,70,N,0,582,"981912,44","6727222,99",0,D,0,ACCROCHE,297,0,70,DIRE
18773,02/01/2026,70N901909,4,70,N,0,879,"981649,08","6727225,61",0,D,0,ACCROCHE,280,0,70,DIRE
6036,02/01/2026,70N901910,1,70,N,0,0,"979571,92","6728808,61",0,D,0,ACCROCHE,296,0,70,DIRE
34508,02/01/2026,70N901910,2,70,N,0,296,"979719,95","6728512,74",0,D,0,ACCROCHE,182,0,70,DIRE
70126,02/01/2026,70N901910,3,70,N,0,478,"979947,95","6728396,88",0,D,0,ACCROCHE,335,0,70,DIRE
35070,02/01/2026,70N901910,4,70,N,0,813,"979782,86","6728710,06",0,D,0,ACCROCHE,198,0,70,DIRE
65036,02/01/2026,70N901911,1,70,N,0,0,"973696,3","6731470,77",0,D,0,ACCROCHE,254,0,70,DIRE
72321,02/01/2026,70N901911,2,70,N,0,254,973832,"6731223,81",0,D,0,ACCROCHE,290,0,70,DIRE
67387,02/01/2026,70N901911,3,70,N,0,544,"974117,58","6731190,57",0,D,0,ACCROCHE,245,0,70,DIRE
66211,02/01/2026,70N901911,4,70,N,0,789,"973936,45","6731369,79",0,D,0,ACCROCHE,208,0,70,DIRE
74496,02/01/2026,70N901912,1,70,N,0,0,"971432,46","6732564,86",0,D,0,ACCROCHE,276,0,70,DIRE
23916,02/01/2026,70N901912,2,70,N,0,276,"971874,33","6732357,05",0,D,0,ACCROCHE,132,0,70,DIRE
3613,02/01/2026,70N901912,3,70,N,0,408,"972227,04","6732301,36",0,D,0,ACCROCHE,360,0,70,DIRE
70637,02/01/2026,70N901912,4,70,N,0,768,"971842,24","6732483,61",0,D,0,ACCROCHE,181,0,70,DIRE
25478,02/01/2026,70N901913,1,70,N,0,0,"969125,58","6733952,73",0,D,0,ACCROCHE,190,0,70,DIRE
49518,02/01/2026,70N901913,2,70,N,0,190,"969213,71","6733778,07",0,D,0,ACCROCHE,195,0,70,DIRE
6830,02/01/2026,70N901913,3,70,N,0,385,"969419,12","6733659,52",0,D,0,ACCROCHE,280,0,70,DIRE
3845,02/01/2026,70N901913,4,70,N,0,665,"969329,74","6733915,37",0,D,0,ACCROCHE,204,0,70,DIRE
12566,02/01/2026,70N901913,5,70,N,0,869,"969246,78","6733818,54",0,D,0,ACCROCHE,39,0,70,DIRE
21815,02/01/2026,70N901913,6,70,N,0,908,"969301,87","6733882,65",0,D,0,ACCROCHE,33,0,70,DIRE
24356,02/01/2026,70N901914,1,70,N,0,0,"965906,99","6735108,98",0,D,0,ACCROCHE,415,0,70,DIRE
15483,02/01/2026,70N901914,2,70,N,0,415,"966260,24","6735145,04",0,D,0,ACCROCHE,227,0,70,DIRE
45883,02/01/2026,70N901914,3,70,N,0,642,"966469,2","6735324,47",0,D,0,ACCROCHE,310,0,70,DIRE
60910,02/01/2026,70N901914,4,70,N,0,952,"966154,41","6735266,08",0,D,0,ACCROCHE,207,0,70,DIRE
40264,02/01/2026,70N901914,5,70,N,0,1159,"966234,63","6735174,05",0,D,0,ACCROCHE,30,0,70,DIRE
22367,02/01/2026,70N901914,6,70,N,0,1189,"966202,28","6735263,61",0,D,0,ACCROCHE,35,0,70,DIRE
57313,02/01/2026,70N901914,7,70,N,0,1224,"966184,14","6735233,65",0,D,0,ACCROCHE,40,0,70,DIRE
37635,02/01/2026,70N901915,1,70,N,0,0,"963862,42","6736725,36",0,D,0,ACCROCHE,513,0,70,DIRE
38025,02/01/2026,70N901915,2,70,N,0,513,"963988,15","6736400,18",0,D,0,ACCROCHE,244,0,70,DIRE
56267,02/01/2026,70N901915,3,70,N,0,757,"964008,76","6736424,85",0,D,0,ACCROCHE,198,0,70,DIRE
41185,02/01/2026,70N901915,4,70,N,0,955,"964200,11","6736526,06",0,D,0,ACCROCHE,340,0,70,DIRE
3004,02/01/2026,70N901916,1,70,N,0,0,"962609,61","6738865,05",0,D,0,ACCROCHE,295,0,70,DIRE
44537,02/01/2026,70N901916,2,70,N,0,295,"962833,04","6738631,95",0,D,0,ACCROCHE,304,0,70,DIRE
69946,02/01/2026,70N901916,3,70,N,0,599,"963176,71","6738522,62",0,D,0,ACCROCHE,319,0,70,DIRE
28634,02/01/2026,70N901916,4,70,N,0,918,"962964,9","6738793,7",0,D,0,ACCROCHE,258,0,70,DIRE
4737,02/01/2026,70N901917,1,70,N,0,0,"959847,14","6738475,51",0,D,0,ACCROCHE,262,0,70,DIRE
37809,02/01/2026,70N901917,2,70,N,0,262,"960143,01","6738497,81",0,D,0,ACCROCHE,295,0,70,DIRE
66370,02/01/2026,70N901917,3,70,N,0,557,"960316,57","6738665,1",0,D,0,ACCROCHE,315,0,70,DIRE
32659,02/01/2026,70N901917,4,70,N,0,872,"959978,64","6738618,1",0,D,0,ACCROCHE,232,0,70,DIRE
15317,02/01/2026,70N901917A,1,70,N,0,0,"957536,34","6737019,47",0,D,0,ACCROCHE,176,0,70,DIRE
11151,02/01/2026,70N901919,1,70,N,0,0,"945055,34","6731963,48",0,D,0,ACCROCHE,43,0,70,DIRE
857,02/01/2026,70N901919,2,70,N,0,43,"945144,73","6731975,81",0,D,0,ACCROCHE,172,0,70,DIRE
64016,02/01/2026,70N901920,1,70,N,0,0,"943263,96",6730569,0,D,0,ACCROCHE,192,0,70,DIRE
4154,02/01/2026,70N901920,2,70,N,0,192,"943432,92","6730690,44",0,D,0,ACCROCHE,135,0,70,DIRE
53008,02/01/2026,70N901920,4,70,N,0,327,"943392,77","6730747,15",0,D,0,ACCROCHE,162,0,70,DIRE
52896,02/01/2026,70N901921,1,70,N,0,0,"940133,39","6729679,51",0,D,0,ACCROCHE,347,0,70,DIRE
1703,02/01/2026,70N901921,2,70,N,0,347,"940306,72","6729465,82",0,D,0,ACCROCHE,535,0,70,DIRE
71705,02/01/2026,70N901921,3,70,N,0,882,"940322,27","6729585,93",0,D,0,ACCROCHE,180,0,70,DIRE
49190,02/01/2026,70N901928,1,70,N,0,0,"932651,28","6734361,88",0,D,0,ACCROCHE,604,0,70,DIRE
35549,02/01/2026,70N901928,2,70,N,0,604,"932952,96","6734072,97",0,D,0,ACCROCHE,461,0,70,DIRE
12534,02/01/2026,70N901928,3,70,N,0,1065,"932841,22","6733802,29",0,D,0,ACCROCHE,316,0,70,DIRE
64797,02/01/2026,70N901928,4,70,N,0,1381,"932836,29","6734271,11",0,D,0,ACCROCHE,432,0,70,DIRE
54119,02/01/2026,70N901929,1,70,N,0,0,"928688,33","6737414,89",0,D,0,ACCROCHE,506,0,70,DIRE
20080,02/01/2026,70N901929,2,70,N,0,506,"929197,59","6737252,48",0,D,0,ACCROCHE,290,0,70,DIRE
18550,02/01/2026,70N901929,3,70,N,0,796,"929659,41","6737384,45",0,D,0,ACCROCHE,420,0,70,DIRE
54423,02/01/2026,70N901929,4,70,N,0,1216,"929266,95","6737527,57",0,D,0,ACCROCHE,305,0,70,DIRE
30426,02/01/2026,70N905701,1,70,N,0,0,"952752,71","6757410,09",0,D,0,ACCROCHE,335,0,70,DIRE
42613,02/01/2026,70N905701,2,70,N,0,335,"952582,47","6757123,62",0,D,0,ACCROCHE,225,0,70,DIRE
30922,02/01/2026,70N905701,3,70,N,0,560,"952760,51","6756951,12",0,D,0,ACCROCHE,245,0,70,DIRE
34920,02/01/2026,70N905701,4,70,N,0,805,"952907,4","6757134,92",0,D,0,ACCROCHE,220,0,70,DIRE
43428,02/01/2026,70N905702,1,70,N,0,0,"953944,28","6752415,06",0,D,0,ACCROCHE,220,0,70,DIRE
65037,02/01/2026,70N905702,2,70,N,0,220,"953904,22","6751794,93",0,D,0,ACCROCHE,267,0,70,DIRE
6152,02/01/2026,70N905702,3,70,N,0,487,"954047,71","6751561,62",0,D,0,ACCROCHE,255,0,70,DIRE
54811,02/01/2026,70N905702,4,70,N,0,742,"953954,49","6751886,28",0,D,0,ACCROCHE,235,0,70,DIRE
50672,02/01/2026,70N905703,1,70,N,0,0,"935543,61","6721957,31",0,D,0,ACCROCHE,250,0,70,DIRE
48951,02/01/2026,70N905703,2,70,N,0,250,"935436,36","6721735,87",0,D,0,ACCROCHE,250,0,70,DIRE
24542,02/01/2026,70N905703,3,70,N,0,500,"935500,89","6721542,19",0,D,0,ACCROCHE,244,0,70,DIRE
41126,02/01/2026,70N905703,4,70,N,0,744,"935549,32","6721759,04",0,D,0,ACCROCHE,303,0,70,DIRE
54565,02/01/2026,70N905703C,1,70,N,0,0,"934892,21","6717038,06",0,D,0,ACCROCHE,188,0,70,DIRE
67820,02/01/2026,70N905704,1,70,N,0,0,"931006,7","6708331,66",0,D,0,ACCROCHE,240,0,70,DIRE
33230,02/01/2026,70N905704,2,70,N,0,240,"930764,9","6708203,74",0,D,0,ACCROCHE,207,0,70,DIRE
3541,02/01/2026,70N905704,3,70,N,0,447,"930726,22","6708018,08",0,D,0,ACCROCHE,215,0,70,DIRE
26337,02/01/2026,70N905704,4,70,N,0,662,"930909,63","6708177,23",0,D,0,ACCROCHE,180,0,70,DIRE
12307,02/01/2026,70N905705,1,70,N,0,0,"931103,95","6706601,87",0,D,0,ACCROCHE,378,0,70,DIRE
22773,02/01/2026,70N905705,2,70,N,0,378,"931237,05","6706227,57",0,D,0,ACCROCHE,302,0,70,DIRE
33697,02/01/2026,70N905705,3,70,N,0,680,"931368,77","6706023,66",0,D,0,ACCROCHE,300,0,70,DIRE
53613,02/01/2026,70N905705,4,70,N,0,980,"931302,09","6706343,6",0,D,0,ACCROCHE,240,0,70,DIRE
68963,02/01/2026,70N905705C,1,70,N,0,0,"930846,14","6703424,85",0,D,0,ACCROCHE,325,0,70,DIRE
10727,02/01/2026,70N905705C,2,70,N,0,325,"930671,44","6703134,45",0,D,0,ACCROCHE,243,0,70,DIRE
31010,02/01/2026,70N905705C,3,70,N,0,568,"930581,99","6702830,75",0,D,0,ACCROCHE,225,0,70,DIRE
38405,02/01/2026,70N905705C,4,70,N,0,793,"930749,52","6702957,57",0,D,0,ACCROCHE,179,0,70,DIRE
27557,02/01/2026,70N905706,1,70,N,0,0,"927871,08","6698543,23",0,D,0,ACCROCHE,289,0,70,DIRE
47356,02/01/2026,70N905706,2,70,N,0,289,"927928,22","6698671,08",0,D,0,ACCROCHE,343,0,70,DIRE
33527,02/01/2026,70N905706,3,70,N,0,632,"927722,75","6698424,16",0,D,0,ACCROCHE,272,0,70,DIRE
6608,02/01/2026,70N905706,4,70,N,0,904,"927986,44","6698517,01",0,D,0,ACCROCHE,219,0,70,DIRE
35527,02/01/2026,70N905707,1,70,N,0,0,"953120,45","6755445,24",0,D,0,ACCROCHE,230,0,70,DIRE
60262,02/01/2026,70N905707,2,70,N,0,230,"953324,73","6755319,38",0,D,0,ACCROCHE,222,0,70,DIRE
45720,02/01/2026,88N905702,1,88,N,0,0,"942243,28","6812737,2",0,D,0,ACCROCHE,311,0,88,DIRE
44001,02/01/2026,88N905702,2,88,N,0,311,"942522,22","6812576,84",0,D,0,ACCROCHE,289,0,88,DIRE
6121,02/01/2026,88N905702,3,88,N,0,600,"942667,64","6812685,21",0,D,0,ACCROCHE,163,0,88,DIRE
8012,02/01/2026,88N905702,9,88,N,0,763,"942472,96","6812774,83",0,D,0,ACCROCHE,124,0,88,DIRE
67588,02/01/2026,88N905704,1,88,N,0,0,945064,"6810291,17",0,D,0,ACCROCHE,164,0,88,DIRE
22446,02/01/2026,88N905704,2,88,N,0,164,"945131,09","6810120,73",0,D,0,ACCROCHE,225,0,88,DIRE
10516,02/01/2026,88N905704,3,88,N,0,389,"945358,96","6809913,46",0,D,0,ACCROCHE,296,0,88,DIRE
48578,02/01/2026,88N905704,4,88,N,0,685,"945235,22","6810201,48",0,D,0,ACCROCHE,352,0,88,DIRE
44457,02/01/2026,88N905706,1,88,N,0,0,"949607,79","6807176,44",0,D,0,ACCROCHE,176,0,88,DIRE
64506,02/01/2026,88N905706,2,88,N,0,176,"949638,77","6807005,36",0,D,0,ACCROCHE,194,0,88,DIRE
2542,02/01/2026,88N905706,3,88,N,0,370,"949800,24","6806869,94",0,D,0,ACCROCHE,114,0,88,DIRE
3933,02/01/2026,88N905706,4,88,N,0,484,"949681,05","6807150,62",0,D,0,ACCROCHE,139,0,88,DIRE
67494,02/01/2026,88N905706,5,88,N,0,623,"949650,56","6807037,35",0,D,0,ACCROCHE,34,0,88,DIRE
59130,02/01/2026,88N905706,6,88,N,0,657,"949686,85","6807003,96",0,D,0,ACCROCHE,20,0,88,DIRE
47123,02/01/2026,88N905708,1,88,N,0,0,"950373,76","6804849,93",0,D,0,ACCROCHE,121,0,88,DIRE
19428,02/01/2026,88N905708,2,88,N,0,121,"950332,15","6804796,59",0,D,0,ACCROCHE,50,0,88,DIRE
58129,02/01/2026,88N905708,3,88,N,0,171,"950342,6","6804608,36",0,D,0,ACCROCHE,149,0,88,DIRE
39561,02/01/2026,88N905708,4,88,N,0,320,"950333,36","6804542,51",0,D,0,ACCROCHE,30,0,88,DIRE
72475,02/01/2026,88N905708,5,88,N,0,350,"950422,65","6804473,29",0,D,0,ACCROCHE,292,0,88,DIRE
53950,02/01/2026,88N905708,6,88,N,0,642,"950500,3","6804756,53",0,D,0,ACCROCHE,180,0,88,DIRE
18335,02/01/2026,88N905708,7,88,N,0,822,"950460,21","6804672,87",0,D,0,ACCROCHE,33,0,88,DIRE
70684,02/01/2026,88N905708,8,88,N,0,855,"950471,88","6804731,62",0,D,0,ACCROCHE,20,0,88,DIRE
64252,02/01/2026,88N905710,1,88,N,0,0,"951092,98","6801926,72",0,D,0,ACCROCHE,175,0,88,DIRE
10058,02/01/2026,88N905710,2,88,N,0,175,"951143,86","6801744,97",0,D,0,ACCROCHE,187,0,88,DIRE
14538,02/01/2026,88N905710,3,88,N,0,362,"951231,67","6801694,85",0,D,0,ACCROCHE,159,0,88,DIRE
30091,02/01/2026,88N905710,4,88,N,0,521,"951190,77","6801842,1",0,D,0,ACCROCHE,181,0,88,DIRE
58385,02/01/2026,88N905712,1,88,N,0,0,"951979,24","6800305,16",0,D,0,ACCROCHE,156,0,88,DIRE
53047,02/01/2026,88N905712,2,88,N,0,156,"952052,45","6800100,32",0,D,0,ACCROCHE,189,0,88,DIRE
5396,02/01/2026,88N905712,3,88,N,0,345,"952172,87","6800025,17",0,D,0,ACCROCHE,361,0,88,DIRE
12291,02/01/2026,88N905712,4,88,N,0,706,"952251,05","6800231,39",0,D,0,ACCROCHE,285,0,88,DIRE
2361,02/01/2026,88N905714,2,88,N,0,0,"953273,56","6798725,89",0,D,0,ACCROCHE,144,0,88,DIRE
65571,02/01/2026,88N905714,3,88,N,0,144,"953292,62","6798826,25",0,D,0,ACCROCHE,145,0,88,DIRE
38082,02/01/2026,88N905714,4,88,N,0,289,"953248,93","6798915,9",0,D,0,ACCROCHE,23,0,88,DIRE
32913,02/01/2026,88N905716,1,88,N,0,0,"954537,24","6797429,19",0,D,0,ACCROCHE,369,0,88,DIRE
66180,02/01/2026,88N905716,2,88,N,0,369,"955043,37","6796885,83",0,D,0,ACCROCHE,926,0,88,DIRE
70986,02/01/2026,88N905716,3,88,N,0,1295,"954764,8","6797272,86",0,D,0,ACCROCHE,840,0,88,DIRE
12296,02/01/2026,88N905716,4,88,N,0,2135,"954774,89","6797115,71",0,D,0,ACCROCHE,275,0,88,DIRE
19138,02/01/2026,88N905718,1,88,N,0,0,"957804,27","6794454,27",0,D,0,ACCROCHE,250,0,88,DIRE
13898,02/01/2026,88N905718,2,88,N,0,250,"957910,43","6794182,16",0,D,0,ACCROCHE,315,0,88,DIRE
16941,02/01/2026,88N905718,3,88,N,0,565,"958159,52","6793893,88",0,D,0,ACCROCHE,375,0,88,DIRE
12875,02/01/2026,88N905718,4,88,N,0,940,"958050,18","6794294,24",0,D,0,ACCROCHE,268,0,88,DIRE
72635,02/01/2026,88N905718,5,88,N,0,1208,"957878,27","6794266,37",0,D,0,ACCROCHE,96,0,88,DIRE
25266,02/01/2026,88N905718,6,88,N,0,1304,"957758,65","6794139,45",0,D,0,ACCROCHE,216,0,88,DIRE
36106,02/01/2026,88N905718,7,88,N,0,1520,"958090,65","6794130,64",0,D,0,ACCROCHE,217,0,88,DIRE
72975,02/01/2026,88N905720,1,88,N,0,0,"958306,6","6793565,67",0,D,0,ACCROCHE,435,0,88,DIRE
886,02/01/2026,88N905720,2,88,N,0,435,"958420,86","6793200,38",0,D,0,ACCROCHE,281,0,88,DIRE
2069,02/01/2026,88N905720,3,88,N,0,716,"958617,57","6793056,12",0,D,0,ACCROCHE,235,0,88,DIRE
45598,02/01/2026,88N905720,4,88,N,0,951,"958532,44","6793323,95",0,D,0,ACCROCHE,290,0,88,DIRE
53246,02/01/2026,88N905720,5,88,N,0,1241,"958359,99","6793352,55",0,D,0,ACCROCHE,131,0,88,DIRE
60703,02/01/2026,88N905722,1,88,N,0,0,"958823,58","6791874,23",0,D,0,ACCROCHE,236,0,88,DIRE
49748,02/01/2026,88N905722,2,88,N,0,236,"958663,73","6791759,19",0,D,0,ACCROCHE,348,0,88,DIRE
27477,02/01/2026,88N905722,3,88,N,0,584,"958815,21","6791688,05",0,D,0,ACCROCHE,235,0,88,DIRE
69557,02/01/2026,88N905722,4,88,N,0,819,"958940,01","6791951,77",0,D,0,ACCROCHE,493,0,88,DIRE
60151,02/01/2026,88N905722,5,88,N,0,1312,958902,"6791927,08",0,D,0,ACCROCHE,23,0,88,DIRE
72591,02/01/2026,88N905724,1,88,N,0,0,"961523,16","6786530,39",0,D,0,ACCROCHE,255,0,88,DIRE
52210,02/01/2026,88N905724,2,88,N,0,255,"961565,43","6786303,09",0,D,0,ACCROCHE,263,0,88,DIRE
19827,02/01/2026,88N905724,3,88,N,0,518,"961813,18","6786259,49",0,D,0,ACCROCHE,517,0,88,DIRE
48111,02/01/2026,88N905724,4,88,N,0,1035,"961517,69","6786236,2",0,D,0,ACCROCHE,473,0,88,DIRE
43344,02/01/2026,88N905726,1,88,N,0,0,"965556,45","6784881,86",0,D,0,ACCROCHE,159,0,88,DIRE
69204,02/01/2026,88N905726,2,88,N,0,159,"965921,92","6784783,57",0,D,0,ACCROCHE,290,0,88,DIRE
74454,02/01/2026,88N905726,3,88,N,0,449,"966113,97","6784795,83",0,D,0,ACCROCHE,257,0,88,DIRE
45094,02/01/2026,88N905726,4,88,N,0,706,"965925,53","6784935,43",0,D,0,ACCROCHE,332,0,88,DIRE
8280,02/01/2026,88N905726,5,88,N,0,1038,"965699,62","6784858,02",0,D,0,ACCROCHE,34,0,88,DIRE
59302,02/01/2026,88N905726,6,88,N,0,1072,"965910,55","6784820,74",0,D,0,ACCROCHE,24,0,88,DIRE
58252,02/01/2026,88N905726,7,88,N,0,1096,"965949,67","6784896,71",0,D,0,ACCROCHE,20,0,88,DIRE
34182,02/01/2026,88N905726,8,88,N,0,1116,"965919,4","6784896,21",0,D,0,ACCROCHE,20,0,88,DIRE
56654,02/01/2026,88N905728,1,88,N,0,0,"967721,3","6782720,97",0,D,0,ACCROCHE,389,0,88,DIRE
38490,02/01/2026,88N905728,4,88,N,0,389,"967888,09","6782458,8",0,D,0,ACCROCHE,216,0,88,DIRE
46959,02/01/2026,88N905730,2,88,N,0,0,"967836,57","6780342,87",0,D,0,ACCROCHE,88,0,88,DIRE
38002,02/01/2026,88N905730,3,88,N,0,88,"967871,06","6780348,74",0,D,0,ACCROCHE,162,0,88,DIRE
6224,02/01/2026,88N905730,4,88,N,0,250,"967890,51","6780681,02",0,D,0,ACCROCHE,200,0,88,DIRE
6990,02/01/2026,88N905730,5,88,N,0,450,"967874,95","6780598,31",0,D,0,ACCROCHE,37,0,88,DIRE
50837,02/01/2026,88N905732,1,88,N,0,0,"967417,75","6779093,9",0,D,0,ACCROCHE,150,0,88,DIRE
32616,02/01/2026,88N905732,2,88,N,0,150,"967103,52","6778748,09",0,D,0,ACCROCHE,102,0,88,DIRE
23144,02/01/2026,88N905732,3,88,N,0,252,"967448,39","6779138,45",0,D,0,ACCROCHE,61,0,88,DIRE
51757,02/01/2026,88N905734,1,88,N,0,0,"966821,89","6778078,93",0,D,0,ACCROCHE,102,0,88,DIRE
61198,02/01/2026,88N905736,11,88,N,0,0,"966707,51","6776164,75",0,D,0,ACCROCHE,400,0,88,DIRE
56612,02/01/2026,88N905736,2,88,N,0,400,"966856,26","6776837,28",0,D,0,ACCROCHE,720,0,88,DIRE
30004,02/01/2026,88N905736,3,88,N,0,1120,966853,"6776194,88",0,D,0,ACCROCHE,642,0,88,DIRE
1844,02/01/2026,88N905736,5,88,N,0,1762,"966701,73","6776335,02",0,D,0,ACCROCHE,205,0,88,DIRE
48761,02/01/2026,88N905736,6,88,N,0,1967,"966450,35","6775958,56",0,D,0,ACCROCHE,45,0,88,DIRE
73634,02/01/2026,88N905736,7,88,N,0,2012,"966499,37","6775978,91",0,D,0,ACCROCHE,110,0,88,DIRE
63515,02/01/2026,88N905736,8,88,N,0,2122,"966714,08","6776138,1",0,D,0,ACCROCHE,140,0,88,DIRE
58072,02/01/2026,88N905736,9,88,N,0,2262,"966905,17","6776083,71",0,D,0,ACCROCHE,360,0,88,DIRE
47191,02/01/2026,88N905738,1,88,N,0,0,"965962,1","6774942,84",0,D,0,ACCROCHE,170,0,88,DIRE
41583,02/01/2026,88N905738,2,88,N,0,170,"965867,03","6774812,29",0,D,0,ACCROCHE,127,0,88,DIRE
24740,02/01/2026,88N905738,3,88,N,0,297,"965862,52","6774693,06",0,D,0,ACCROCHE,250,0,88,DIRE
35319,02/01/2026,88N905738,4,88,N,0,547,"966022,22","6774813,37",0,D,0,ACCROCHE,144,0,88,DIRE
72191,02/01/2026,88N905740,1,88,N,0,0,"965059,78","6773045,65",0,D,0,ACCROCHE,246,0,88,DIRE
62751,02/01/2026,88N905740,2,88,N,0,246,"964849,64","6772927,59",0,D,0,ACCROCHE,156,0,88,DIRE
55123,02/01/2026,88N905740,3,88,N,0,402,"964851,92","6772784,19",0,D,0,ACCROCHE,118,0,88,DIRE
30486,02/01/2026,88N905740,4,88,N,0,520,965008,"6772858,56",0,D,0,ACCROCHE,103,0,88,DIRE
